Text,Sentiment,Tokenized,Tokenized_removed_sw
حقیقت یہی ہے کہ کشمیر کو آزاد ہونے سے کوئی نہیں روک سکے گا,0,"['حقیقت', 'یہی', 'ہے', 'کہ', 'کشمیر', 'کو', 'آزاد', 'ہونے', 'سے', 'کوئی', 'نہیں', 'روک', 'سکے', 'گا']","['حقیقت', 'یہی', 'کشمیر', 'کو', 'آزاد', 'ہونے', 'سے', 'نہیں', 'روک', 'سکے', 'گا']"
کسی کھوتی کے بچے ڈفر اپوزیشن بھی تو یہ ہی کہ رہی ہے کہ فوج کا جو کام ہے اس پر دھیان دے بجائے سیاست کرنے کے,1,"['کسی', 'کھوتی', 'کے', 'بچے', 'ڈفر', 'اپوزیشن', 'بھی', 'تو', 'یہ', 'ہی', 'کہ', 'رہی', 'ہے', 'کہ', 'فوج', 'کا', 'جو', 'کام', 'ہے', 'اس', 'پر', 'دھیان', 'دے', 'بجائے', 'سیاست', 'کرنے', 'کے']","['کسی', 'کھوتی', 'بچے', 'ڈفر', 'اپوزیشن', 'بھی', 'فوج', 'کا', 'جو', 'کام', 'اس', 'دھیان', 'بجائے', 'سیاست', 'کرنے']"
انڈیا سے فوج بلا لو,1,"['انڈیا', 'سے', 'فوج', 'بلا', 'لو']","['انڈیا', 'سے', 'فوج', 'بلا']"
ی تو ایک لیډر تہا جو پشتون کیلی کام کری جو پاک فوج نی اس کو اغوا کیا,1,"['ی', 'تو', 'ایک', 'لیډر', 'تہا', 'جو', 'پشتون', 'کیلی', 'کام', 'کری', 'جو', 'پاک', 'فوج', 'نی', 'اس', 'کو', 'اغوا', 'کیا']","['لیډر', 'تہا', 'جو', 'پشتون', 'کیلی', 'کام', 'کری', 'جو', 'پاک', 'فوج', 'نی', 'اس', 'کو', 'اغوا', 'کیا']"
انہوں نے آپ کو کہا تھا کہ حملے ہو سکتے ہیں آپ لوگوں نے مذاق بنا لیا تھا ہماری پاک فوج قربانیاں دے کر اس ملک کو سنبھالے ہوئے ہے,0,"['انہوں', 'نے', 'آپ', 'کو', 'کہا', 'تھا', 'کہ', 'حملے', 'ہو', 'سکتے', 'ہیں', 'آپ', 'لوگوں', 'نے', 'مذاق', 'بنا', 'لیا', 'تھا', 'ہماری', 'پاک', 'فوج', 'قربانیاں', 'دے', 'کر', 'اس', 'ملک', 'کو', 'سنبھالے', 'ہوئے', 'ہے']","['انہوں', 'نے', 'آپ', 'کو', 'کہا', 'تھا', 'حملے', 'سکتے', 'آپ', 'نے', 'مذاق', 'بنا', 'لیا', 'تھا', 'ہماری', 'پاک', 'فوج', 'قربانیاں', 'کر', 'اس', 'ملک', 'کو', 'سنبھالے']"
بلوچستان کی اجتماعی قبریں ان لوگوں کو دکہاہی نہیں اور نہ ہی مسخ شدہ لاشیں کیونکہ وہ پاکستانی فوج کررہا ہے,1,"['بلوچستان', 'کی', 'اجتماعی', 'قبریں', 'ان', 'لوگوں', 'کو', 'دکہاہی', 'نہیں', 'اور', 'نہ', 'ہی', 'مسخ', 'شدہ', 'لاشیں', 'کیونکہ', 'وہ', 'پاکستانی', 'فوج', 'کررہا', 'ہے']","['بلوچستان', 'اجتماعی', 'قبریں', 'ان', 'کو', 'دکہاہی', 'نہیں', 'نہ', 'مسخ', 'شدہ', 'لاشیں', 'کیونکہ', 'وہ', 'پاکستانی', 'فوج', 'کررہا']"
انصار صاحب آپ فوج میں آجائے آپ بہتر جانتی ہیں کہ فوج کو کیا کام کرنا ہے,0,"['انصار', 'صاحب', 'آپ', 'فوج', 'میں', 'آجائے', 'آپ', 'بہتر', 'جانتی', 'ہیں', 'کہ', 'فوج', 'کو', 'کیا', 'کام', 'کرنا', 'ہے']","['انصار', 'صاحب', 'آپ', 'فوج', 'میں', 'آجائے', 'آپ', 'بہتر', 'جانتی', 'فوج', 'کو', 'کیا', 'کام', 'کرنا']"
سب سے پہلے اس سور کے بچے کو پکڑے یہ فوج کا احسان اللہ احسان ہے,1,"['سب', 'سے', 'پہلے', 'اس', 'سور', 'کے', 'بچے', 'کو', 'پکڑے', 'یہ', 'فوج', 'کا', 'احسان', 'اللہ', 'احسان', 'ہے']","['سب', 'سے', 'پہلے', 'اس', 'سور', 'بچے', 'کو', 'پکڑے', 'فوج', 'کا', 'احسان', 'اللہ', 'احسان']"
سب کچھ سامنے ہے کہ کیسے یک دم سے اپقزیشن دہشتگردی کی دھمکی لگا کر دہشتگردی شروع کروا دی گئی ہے  دہشتگردی روکنی ہے تو آئی ایس آئی کو ختم کرنا ہو گا,1,"['سب', 'کچھ', 'سامنے', 'ہے', 'کہ', 'کیسے', 'یک', 'دم', 'سے', 'اپقزیشن', 'دہشتگردی', 'کی', 'دھمکی', 'لگا', 'کر', 'دہشتگردی', 'شروع', 'کروا', 'دی', 'گئی', 'ہے', 'دہشتگردی', 'روکنی', 'ہے', 'تو', 'آئی', 'ایس', 'آئی', 'کو', 'ختم', 'کرنا', 'ہو', 'گا']","['سب', 'کچھ', 'سامنے', 'کیسے', 'یک', 'دم', 'سے', 'اپقزیشن', 'دہشتگردی', 'دھمکی', 'لگا', 'کر', 'دہشتگردی', 'شروع', 'کروا', 'دہشتگردی', 'روکنی', 'ایس', 'کو', 'ختم', 'کرنا', 'گا']"
اگر فوج پر سوال یا تنقید سے دھماکے ہوتےتو تم اور تمہارے حواری دن رات فوج پر بھونکتے ہوپھر تو ایک گھنٹے میں تین دھماکے ہونے چاہیں ہر جگہ,1,"['اگر', 'فوج', 'پر', 'سوال', 'یا', 'تنقید', 'سے', 'دھماکے', 'ہوتےتو', 'تم', 'اور', 'تمہارے', 'حواری', 'دن', 'رات', 'فوج', 'پر', 'بھونکتے', 'ہوپھر', 'تو', 'ایک', 'گھنٹے', 'میں', 'تین', 'دھماکے', 'ہونے', 'چاہیں', 'ہر', 'جگہ']","['اگر', 'فوج', 'سوال', 'یا', 'تنقید', 'سے', 'دھماکے', 'ہوتےتو', 'تم', 'تمہارے', 'حواری', 'دن', 'رات', 'فوج', 'بھونکتے', 'ہوپھر', 'گھنٹے', 'میں', 'تین', 'دھماکے', 'ہونے', 'چاہیں', 'جگہ']"
یہ قابض علاقہ ہے نوگو ایریاز جس کو صرف پنجابی فوج اسکتی ہے اور کوئی نہں,1,"['یہ', 'قابض', 'علاقہ', 'ہے', 'نوگو', 'ایریاز', 'جس', 'کو', 'صرف', 'پنجابی', 'فوج', 'اسکتی', 'ہے', 'اور', 'کوئی', 'نہں']","['قابض', 'نوگو', 'ایریاز', 'جس', 'کو', 'صرف', 'پنجابی', 'فوج', 'اسکتی', 'نہں']"
نہ صرف کھیل رہی ھے بلکہ دیدہ دانستہ ملک دشمن کے ساتھ مل کر اپنی فوج اور ملک کی جڑیں کھوکھلی کر رہی ھے  پہلے باپ کو اور اب بیٹی پر اجیت ڈوول کی ھے,1,"['نہ', 'صرف', 'کھیل', 'رہی', 'ھے', 'بلکہ', 'دیدہ', 'دانستہ', 'ملک', 'دشمن', 'کے', 'ساتھ', 'مل', 'کر', 'اپنی', 'فوج', 'اور', 'ملک', 'کی', 'جڑیں', 'کھوکھلی', 'کر', 'رہی', 'ھے', 'پہلے', 'باپ', 'کو', 'اور', 'اب', 'بیٹی', 'پر', 'اجیت', 'ڈوول', 'کی', 'ھے']","['نہ', 'صرف', 'کھیل', 'ھے', 'بلکہ', 'دیدہ', 'دانستہ', 'ملک', 'دشمن', 'ساتھ', 'مل', 'کر', 'اپنی', 'فوج', 'ملک', 'جڑیں', 'کھوکھلی', 'کر', 'ھے', 'پہلے', 'باپ', 'کو', 'اب', 'بیٹی', 'اجیت', 'ڈوول', 'ھے']"
ایجنسیاں دھماکے روکیں اور بدقسمتی سے ایک دھماکہ ہو جائے تو فوج اور ایجنسیوں پر تنقید صرف اور صرف ملک دشمنوں کو خوش کرنا ہے,0,"['ایجنسیاں', 'دھماکے', 'روکیں', 'اور', 'بدقسمتی', 'سے', 'ایک', 'دھماکہ', 'ہو', 'جائے', 'تو', 'فوج', 'اور', 'ایجنسیوں', 'پر', 'تنقید', 'صرف', 'اور', 'صرف', 'ملک', 'دشمنوں', 'کو', 'خوش', 'کرنا', 'ہے']","['ایجنسیاں', 'دھماکے', 'روکیں', 'بدقسمتی', 'سے', 'دھماکہ', 'جائے', 'فوج', 'ایجنسیوں', 'تنقید', 'صرف', 'صرف', 'ملک', 'دشمنوں', 'کو', 'خوش', 'کرنا']"
یہ تو کھلے الفاظوں میں پاک فوج کو بھونک رہا ہے,1,"['یہ', 'تو', 'کھلے', 'الفاظوں', 'میں', 'پاک', 'فوج', 'کو', 'بھونک', 'رہا', 'ہے']","['کھلے', 'الفاظوں', 'میں', 'پاک', 'فوج', 'کو', 'بھونک', 'رہا']"
پاک فوج زندہ باد ائ ایس ائ زندہ باد دشمن کی لہوں اس طرح بہتی رہی گی,0,"['پاک', 'فوج', 'زندہ', 'باد', 'ائ', 'ایس', 'ائ', 'زندہ', 'باد', 'دشمن', 'کی', 'لہوں', 'اس', 'طرح', 'بہتی', 'رہی', 'گی']","['پاک', 'فوج', 'زندہ', 'باد', 'ائ', 'ایس', 'ائ', 'زندہ', 'باد', 'دشمن', 'لہوں', 'اس', 'طرح', 'بہتی']"
اس کا کریڈٹ رینجز اور پاک فوج اور سندھ پولیس کو جاتا ہے آپ پہ ہوتا تو آج بھی عزیر بلوچ لوگوں کے گلے کاٹ رہا ہوتا,0,"['اس', 'کا', 'کریڈٹ', 'رینجز', 'اور', 'پاک', 'فوج', 'اور', 'سندھ', 'پولیس', 'کو', 'جاتا', 'ہے', 'آپ', 'پہ', 'ہوتا', 'تو', 'آج', 'بھی', 'عزیر', 'بلوچ', 'لوگوں', 'کے', 'گلے', 'کاٹ', 'رہا', 'ہوتا']","['اس', 'کا', 'کریڈٹ', 'رینجز', 'پاک', 'فوج', 'سندھ', 'پولیس', 'کو', 'جاتا', 'آپ', 'پہ', 'ہوتا', 'بھی', 'عزیر', 'بلوچ', 'گلے', 'کاٹ', 'رہا', 'ہوتا']"
دنیا کی نمبر ون فوج ہم رکھتے ہیں دنیاکی بہترین ایجنسی ہماری ہے لیکن ملک میں دھماکے کون کرجاتا ہے اسکی ہمیں خبر نہیں,1,"['دنیا', 'کی', 'نمبر', 'ون', 'فوج', 'ہم', 'رکھتے', 'ہیں', 'دنیاکی', 'بہترین', 'ایجنسی', 'ہماری', 'ہے', 'لیکن', 'ملک', 'میں', 'دھماکے', 'کون', 'کرجاتا', 'ہے', 'اسکی', 'ہمیں', 'خبر', 'نہیں']","['دنیا', 'نمبر', 'ون', 'فوج', 'ہم', 'دنیاکی', 'بہترین', 'ایجنسی', 'ہماری', 'لیکن', 'ملک', 'میں', 'دھماکے', 'کون', 'کرجاتا', 'اسکی', 'ہمیں', 'خبر', 'نہیں']"
اگر فوج سیاست کی بجائے ملکی دفاع پر توجہ دے تو پھر مسائل حل ھوں گے,1,"['اگر', 'فوج', 'سیاست', 'کی', 'بجائے', 'ملکی', 'دفاع', 'پر', 'توجہ', 'دے', 'تو', 'پھر', 'مسائل', 'حل', 'ھوں', 'گے']","['اگر', 'فوج', 'سیاست', 'بجائے', 'ملکی', 'دفاع', 'توجہ', 'مسائل', 'حل', 'ھوں']"
فوج اور فوج کے سربراہ سے بہتر اس وقت اور کوئی بھی کام نہیں کر رہا باقی سب چولیں مار رہے ہیں,0,"['فوج', 'اور', 'فوج', 'کے', 'سربراہ', 'سے', 'بہتر', 'اس', 'وقت', 'اور', 'کوئی', 'بھی', 'کام', 'نہیں', 'کر', 'رہا', 'باقی', 'سب', 'چولیں', 'مار', 'رہے', 'ہیں']","['فوج', 'فوج', 'سربراہ', 'سے', 'بہتر', 'اس', 'وقت', 'بھی', 'کام', 'نہیں', 'کر', 'رہا', 'باقی', 'سب', 'چولیں', 'مار']"
کامی ایسا نہیں ہےفوج اور اس کے کمانڈرز اپنے کام سے کام رکھیں تو ایسے واقعات ہونگے ہی نہیں,1,"['کامی', 'ایسا', 'نہیں', 'ہےفوج', 'اور', 'اس', 'کے', 'کمانڈرز', 'اپنے', 'کام', 'سے', 'کام', 'رکھیں', 'تو', 'ایسے', 'واقعات', 'ہونگے', 'ہی', 'نہیں']","['کامی', 'ایسا', 'نہیں', 'ہےفوج', 'اس', 'کمانڈرز', 'اپنے', 'کام', 'سے', 'کام', 'رکھیں', 'ایسے', 'واقعات', 'ہونگے', 'نہیں']"
کوئٹہ دھماکا کا الزام انڈین نیوز چینلز عمران خان اور فوج پہ لگا رہے ہیں اور ان کا بیان بھی وہی ہے,1,"['کوئٹہ', 'دھماکا', 'کا', 'الزام', 'انڈین', 'نیوز', 'چینلز', 'عمران', 'خان', 'اور', 'فوج', 'پہ', 'لگا', 'رہے', 'ہیں', 'اور', 'ان', 'کا', 'بیان', 'بھی', 'وہی', 'ہے']","['کوئٹہ', 'دھماکا', 'کا', 'الزام', 'انڈین', 'نیوز', 'چینلز', 'عمران', 'خان', 'فوج', 'پہ', 'لگا', 'ان', 'کا', 'بیان', 'بھی', 'وہی']"
پاک پنجابی فوج زندہ باد ائ ایس ائ زندہ باد,0,"['پاک', 'پنجابی', 'فوج', 'زندہ', 'باد', 'ائ', 'ایس', 'ائ', 'زندہ', 'باد']","['پاک', 'پنجابی', 'فوج', 'زندہ', 'باد', 'ائ', 'ایس', 'ائ', 'زندہ', 'باد']"
فوج کے سستے نعروں کے پیچھے کوکینی جنتا کب تک چھپے گی,1,"['فوج', 'کے', 'سستے', 'نعروں', 'کے', 'پیچھے', 'کوکینی', 'جنتا', 'کب', 'تک', 'چھپے', 'گی']","['فوج', 'سستے', 'نعروں', 'پیچھے', 'کوکینی', 'جنتا', 'چھپے']"
صرف یہ کہنے کے لیے دھماکہ کروایا گیا ہے کہ پاک فوج کو بدنام کرنے کے لیےیہ کہہ سکیں کہ دیکھو فوج اپنے کام کے بجاۓ نواز شریف کے پیچھے پڑی ہے,0,"['صرف', 'یہ', 'کہنے', 'کے', 'لیے', 'دھماکہ', 'کروایا', 'گیا', 'ہے', 'کہ', 'پاک', 'فوج', 'کو', 'بدنام', 'کرنے', 'کے', 'لیےیہ', 'کہہ', 'سکیں', 'کہ', 'دیکھو', 'فوج', 'اپنے', 'کام', 'کے', 'بجاۓ', 'نواز', 'شریف', 'کے', 'پیچھے', 'پڑی', 'ہے']","['صرف', 'کہنے', 'لیے', 'دھماکہ', 'کروایا', 'گیا', 'پاک', 'فوج', 'کو', 'بدنام', 'کرنے', 'لیےیہ', 'کہہ', 'سکیں', 'فوج', 'اپنے', 'کام', 'بجاۓ', 'نواز', 'شریف', 'پیچھے', 'پڑی']"
فوج کو کچھ نہیں کہاکسی نے صاحب غدار آپ لوگ ھو ہر بات میں فوج کو لے کر آتے ھو تم جیسوں نے پاکستان کا یہ حال کر دیا ہے,0,"['فوج', 'کو', 'کچھ', 'نہیں', 'کہاکسی', 'نے', 'صاحب', 'غدار', 'آپ', 'لوگ', 'ھو', 'ہر', 'بات', 'میں', 'فوج', 'کو', 'لے', 'کر', 'آتے', 'ھو', 'تم', 'جیسوں', 'نے', 'پاکستان', 'کا', 'یہ', 'حال', 'کر', 'دیا', 'ہے']","['فوج', 'کو', 'کچھ', 'نہیں', 'کہاکسی', 'نے', 'صاحب', 'غدار', 'آپ', 'ھو', 'بات', 'میں', 'فوج', 'کو', 'کر', 'آتے', 'ھو', 'تم', 'جیسوں', 'نے', 'پاکستان', 'کا', 'حال', 'کر', 'دیا']"
لوگ ہمیں کہتے ہیں ہماری ایجنسیاں اور فوج نمبر ون ہےہم کہتے ہیں فوج اور ایجنسیاں نمبر ون تب ہوتی جب میرے بچے محفوظ ہوتےپشاوردھماکہذمہدارحکومت,1,"['لوگ', 'ہمیں', 'کہتے', 'ہیں', 'ہماری', 'ایجنسیاں', 'اور', 'فوج', 'نمبر', 'ون', 'ہےہم', 'کہتے', 'ہیں', 'فوج', 'اور', 'ایجنسیاں', 'نمبر', 'ون', 'تب', 'ہوتی', 'جب', 'میرے', 'بچے', 'محفوظ', 'ہوتےپشاوردھماکہذمہدارحکومت']","['ہمیں', 'ہماری', 'ایجنسیاں', 'فوج', 'نمبر', 'ون', 'ہےہم', 'فوج', 'ایجنسیاں', 'نمبر', 'ون', 'تب', 'جب', 'میرے', 'بچے', 'محفوظ', 'ہوتےپشاوردھماکہذمہدارحکومت']"
بھائی یہ ایک لمبی بحث ھے۰۰۰جب سیاستدان اپنی ذمہ داریاں ذمہ داری کیساتھ پوری کرینگے تو فوج کا رول خودبخود کم ھو جائیگا جیسے ترکی میں,1,"['بھائی', 'یہ', 'ایک', 'لمبی', 'بحث', 'ھے۰۰۰جب', 'سیاستدان', 'اپنی', 'ذمہ', 'داریاں', 'ذمہ', 'داری', 'کیساتھ', 'پوری', 'کرینگے', 'تو', 'فوج', 'کا', 'رول', 'خودبخود', 'کم', 'ھو', 'جائیگا', 'جیسے', 'ترکی', 'میں']","['بھائی', 'لمبی', 'بحث', 'ھے۰۰۰جب', 'سیاستدان', 'اپنی', 'ذمہ', 'داریاں', 'ذمہ', 'داری', 'کیساتھ', 'پوری', 'کرینگے', 'فوج', 'کا', 'رول', 'خودبخود', 'کم', 'ھو', 'جائیگا', 'جیسے', 'ترکی', 'میں']"
دہشت گرد بھی منظم گروپ ہےلیکن فوج اگر اپوزیشن کی حرکتوں نظر رکھنے کی بجائے دہشت گردوں کے حرکتوں پر نظر رکھتا تو جانی نقصان نا اٹھانے پڑتے,1,"['دہشت', 'گرد', 'بھی', 'منظم', 'گروپ', 'ہےلیکن', 'فوج', 'اگر', 'اپوزیشن', 'کی', 'حرکتوں', 'نظر', 'رکھنے', 'کی', 'بجائے', 'دہشت', 'گردوں', 'کے', 'حرکتوں', 'پر', 'نظر', 'رکھتا', 'تو', 'جانی', 'نقصان', 'نا', 'اٹھانے', 'پڑتے']","['دہشت', 'بھی', 'منظم', 'ہےلیکن', 'فوج', 'اگر', 'اپوزیشن', 'حرکتوں', 'نظر', 'رکھنے', 'بجائے', 'دہشت', 'گردوں', 'حرکتوں', 'نظر', 'رکھتا', 'جانی', 'نقصان', 'نا', 'اٹھانے', 'پڑتے']"
تو فوج ہی کروا رہی ہے نا دنیا کی گانڈو نمبر ون,1,"['تو', 'فوج', 'ہی', 'کروا', 'رہی', 'ہے', 'نا', 'دنیا', 'کی', 'گانڈو', 'نمبر', 'ون']","['فوج', 'کروا', 'نا', 'دنیا', 'گانڈو', 'نمبر', 'ون']"
چند شخصیات کو گالی پوری فوج کو گالی نہیں,0,"['چند', 'شخصیات', 'کو', 'گالی', 'پوری', 'فوج', 'کو', 'گالی', 'نہیں']","['چند', 'شخصیات', 'کو', 'گالی', 'پوری', 'فوج', 'کو', 'گالی', 'نہیں']"
تو فوج اور باقی سکیورٹی اداروں کو چاہیے کہ وہ اپوزیشن سے لڑائی اور سیاسی چھوڑ کر اپنے کام پر دھیان دیں اور اجیت دوول کے مذموم منصوبے ناکام بنائیں,1,"['تو', 'فوج', 'اور', 'باقی', 'سکیورٹی', 'اداروں', 'کو', 'چاہیے', 'کہ', 'وہ', 'اپوزیشن', 'سے', 'لڑائی', 'اور', 'سیاسی', 'چھوڑ', 'کر', 'اپنے', 'کام', 'پر', 'دھیان', 'دیں', 'اور', 'اجیت', 'دوول', 'کے', 'مذموم', 'منصوبے', 'ناکام', 'بنائیں']","['فوج', 'باقی', 'سکیورٹی', 'اداروں', 'کو', 'چاہیے', 'وہ', 'اپوزیشن', 'سے', 'لڑائی', 'سیاسی', 'چھوڑ', 'کر', 'اپنے', 'کام', 'دھیان', 'دیں', 'اجیت', 'دوول', 'مذموم', 'منصوبے', 'ناکام', 'بنائیں']"
پاکستان پائندہ باد پاک فوج زنداباد,0,"['پاکستان', 'پائندہ', 'باد', 'پاک', 'فوج', 'زنداباد']","['پاکستان', 'پائندہ', 'باد', 'پاک', 'فوج', 'زنداباد']"
کریڈت پاک فوج کو بھی جاتا ہے البتہ جس نے بجٹ دیا  نواز شریف اس کو بھی سلامشکریہ پاک فوجشکریہ نواز شریف,0,"['کریڈت', 'پاک', 'فوج', 'کو', 'بھی', 'جاتا', 'ہے', 'البتہ', 'جس', 'نے', 'بجٹ', 'دیا', 'نواز', 'شریف', 'اس', 'کو', 'بھی', 'سلامشکریہ', 'پاک', 'فوجشکریہ', 'نواز', 'شریف']","['کریڈت', 'پاک', 'فوج', 'کو', 'بھی', 'جاتا', 'البتہ', 'جس', 'نے', 'بجٹ', 'دیا', 'نواز', 'شریف', 'اس', 'کو', 'بھی', 'سلامشکریہ', 'پاک', 'فوجشکریہ', 'نواز', 'شریف']"
فوج کو ڈیفنس سے نکل نا ھو گا,1,"['فوج', 'کو', 'ڈیفنس', 'سے', 'نکل', 'نا', 'ھو', 'گا']","['فوج', 'کو', 'ڈیفنس', 'سے', 'نکل', 'نا', 'ھو', 'گا']"
فوج کو سیاسی سرگرمیاں چھوڑ کر اپنے اصل کام کی طرف توجہ دینی چاہیے تاکہ دشمن کا مقابلہ کیا جائے,1,"['فوج', 'کو', 'سیاسی', 'سرگرمیاں', 'چھوڑ', 'کر', 'اپنے', 'اصل', 'کام', 'کی', 'طرف', 'توجہ', 'دینی', 'چاہیے', 'تاکہ', 'دشمن', 'کا', 'مقابلہ', 'کیا', 'جائے']","['فوج', 'کو', 'سیاسی', 'سرگرمیاں', 'چھوڑ', 'کر', 'اپنے', 'اصل', 'کام', 'توجہ', 'دینی', 'چاہیے', 'تاکہ', 'دشمن', 'کا', 'مقابلہ', 'کیا', 'جائے']"
